round_shots,474,359,294,175,93,83,89,98,86
round_queries,474,1077,3234,9275,14973,40753,133411,446782,3659558
round_k,1,5,26,80,245,749,2279,6901,21276
round_k,1,5,20,61,186,561,1711,5193,15853,47815
round_shots,287,273,202,130,95,124,177,89,58,3
round_queries,287,819,2222,5330,13395,52948,227091,343273,677266,322611
round_k,1,5,20,70,213,641,1928,5838,17652,53768
round_shots,611,364,342,184,103,80,80,71,40
round_queries,611,1092,3762,10488,20497,49360,150160,410309,2131080
round_k,1,5,28,99,308,938,2889,8878,26638
round_shots,474,262,200,122,107,99,74,70,56,7
round_queries,474,786,2200,5002,13161,38313,89318,258930,634312,723009
round_k,1,5,20,61,193,603,1849,5663,17120,51643
round_shots,724,510,167,118,90,81,90,71,54,3
round_queries,724,1530,1837,4838,11790,31833,106470,259789,593298,296955
round_k,1,5,20,65,196,591,1829,5493,16497,49492
round_shots,637,244,186,137,101,149,75,64,57,9
round_queries,637,732,2046,5617,13433,61537,93675,240960,647577,921987
round_k,1,5,20,66,206,624,1882,5680,17059,51221
round_shots,652,447,135,108,115,82,87,64,185,6
round_queries,652,1341,1485,3564,11385,25502,81171,179520,1556775,457854
round_k,1,5,16,49,155,466,1402,4207,12622,38154
round_shots,436,324,157,145,110,92,87,87,56,13
round_queries,436,972,1727,4785,11550,30084,89871,269613,521976,1135381
round_k,1,5,16,52,163,516,1549,4660,14132,43668
round_shots,363,357,189,123,100,95,73,127,84,3
round_queries,363,1071,2079,5043,13500,40945,95703,507111,1054452,356619
round_k,1,5,20,67,215,655,1996,6276,19141,59436
round_shots,522,391,108,130,92,99,82,96,96,14
round_queries,522,1173,1188,4290,9108,29403,74538,264864,805344,1087534
round_k,1,5,16,49,148,454,1379,4194,12908,38840
round_shots,495,245,153,128,174,86,77,70,57,5
round_queries,495,735,1683,4224,18618,28982,78463,214970,531981,431995
round_k,1,5,16,53,168,509,1535,4666,14138,43199
round_shots,647,287,108,144,108,86,103,89,66,4
round_queries,647,861,1188,4752,12636,31218,112579,297883,668646,369156
round_k,1,5,16,58,181,546,1673,5065,15314,46144
round_shots,580,268,113,131,165,182,78,83,58,7
round_queries,580,804,1243,4323,17985,60606,81978,265683,565326,620193
round_k,1,5,16,54,166,525,1600,4873,14751,44299
round_shots,479,244,163,145,95,93,80,68,64,7
round_queries,479,732,1793,4785,10735,31899,84880,217124,614976,607117
round_k,1,5,16,56,171,530,1596,4804,14421,43365
round_shots,340,335,140,108,136,106,86,65,83,16
round_queries,340,1005,1540,3564,13464,31694,79550,181415,695291,1214800
round_k,1,5,16,49,149,462,1395,4188,12575,37962
round_shots,554,477,200,105,115,82,74,69,120,8
round_queries,554,1431,2200,4305,14605,32062,86802,243363,1281000,772584
round_k,1,5,20,63,195,586,1763,5337,16012,48286
round_shots,532,372,113,148,120,95,205,217,71,8
round_queries,532,1116,1243,4884,12120,28975,190855,619101,630125,641608
round_k,1,5,16,50,152,465,1426,4437,13313,40100
round_shots,479,339,124,132,97,93,75,72,55,18
round_queries,479,1017,1364,4356,10767,30969,75675,221400,509465,1513350
round_k,1,5,16,55,166,504,1537,4631,13929,42037
round_shots,501,561,265,112,106,99,73,80,60,4
round_queries,501,1683,2915,5488,16430,46035,105339,350000,806940,496716
round_k,1,5,24,77,232,721,2187,6724,20374,62089
round_shots,305,392,244,202,117,82,71,61,40
round_queries,305,1176,2684,9898,20007,44034,118073,304573,1812680
round_k,1,5,24,85,268,831,2496,7519,22658
round_shots,611,342,138,135,97,88,107,124,63,9
round_queries,611,1026,1518,4995,12513,34760,127651,446276,682479,885807
round_k,1,5,18,64,197,596,1799,5416,16300,49211
round_shots,601,456,167,134,99,83,78,69,61,6
round_queries,601,1368,1837,5494,13959,35773,101166,278691,741333,663798
round_k,1,5,20,70,215,648,2019,6076,18434,55316
round_shots,414,482,180,118,235,183,114,72,55,10
round_queries,414,1446,1980,4838,29845,71187,134634,264024,608795,1023210
round_k,1,5,20,63,194,590,1833,5534,16902,51160
round_shots,506,286,207,127,105,89,76,64,61,3
round_queries,506,858,2277,5715,14175,38003,98572,250176,725839,324417
round_k,1,5,22,67,213,648,1954,5949,17903,54069
round_shots,506,322,134,134,149,86,101,168,60,12
round_queries,506,966,1474,4422,16539,30358,107767,545496,595020,1089852
round_k,1,5,16,55,176,533,1623,4958,14891,45410
round_shots,386,464,137,122,109,88,75,69,55,4
round_queries,386,1392,1507,4514,12971,31944,84225,235773,564465,378180
round_k,1,5,18,59,181,561,1708,5131,15498,47272
round_shots,569,264,224,200,123,85,80,65,142,4
round_queries,569,792,2464,6600,14145,30685,87760,216905,1442010,383148
round_k,1,5,16,57,180,548,1668,5077,15827,47893
round_shots,441,550,136,114,100,90,98,68,56,9
round_queries,441,1650,1496,4218,11500,31410,103782,216172,546168,805257
round_k,1,5,18,57,174,529,1589,4876,14763,44736
round_shots,548,276,135,105,114,128,125,106,56,6
round_queries,548,828,1485,3465,11286,39808,119125,306446,485688,471330
round_k,1,5,16,49,155,476,1445,4336,13092,39277
round_shots,391,452,136,190,99,105,74,103,91,6
round_queries,391,1356,1496,7030,11187,36435,77182,326407,897533,545058
round_k,1,5,18,56,173,521,1584,4931,15140,45421
round_shots,408,431,171,137,104,161,96,192,144,4
round_queries,408,1293,1881,4521,11752,56833,106464,642624,1448496,362908
round_k,1,5,16,56,176,554,1673,5029,15088,45363
round_shots,457,244,153,109,90,88,76,68,58,5
round_queries,457,732,1683,4033,10350,30360,79268,215764,552798,430605
round_k,1,5,18,57,172,521,1586,4765,14303,43060
round_shots,606,338,246,173,108,83,73,78,88,3
round_queries,606,1014,2706,8477,16092,38097,101835,326742,1125080,351933
round_k,1,5,24,74,229,697,2094,6392,19519,58655
round_shots,839,656,207,116,90,112,73,64,52,8
round_queries,839,1968,2277,5220,12870,48048,94097,248256,616980,854280
round_k,1,5,22,71,214,644,1939,5932,17797,53392
round_shots,287,439,113,132,206,119,77,67,56,10
round_queries,287,1317,1243,4356,22866,41055,83237,221703,563080,913490
round_k,1,5,16,55,172,540,1654,5027,15192,45674
round_shots,511,317,113,121,104,112,163,84,58,12
round_queries,511,951,1243,3993,11128,36400,162837,252924,525306,982380
round_k,1,5,16,53,162,499,1505,4528,13616,40932
round_shots,414,307,206,152,158,96,92,124,99,7
round_queries,414,921,2266,5016,17854,33120,96508,395436,948321,610449
round_k,1,5,16,56,172,524,1594,4789,14494,43603
round_shots,346,244,148,144,90,85,119,228,74,8
round_queries,346,732,1628,4752,9810,27795,117215,675108,657342,643944
round_k,1,5,16,54,163,492,1480,4441,13415,40246
round_shots,517,639,293,124,98,95,106,74,43
round_queries,517,1917,3223,6572,16170,49495,167798,355422,1882841
round_k,1,5,26,82,260,791,2401,7276,21893
round_shots,637,399,136,127,158,88,75,66,56,13
round_queries,637,1197,1496,4699,17538,31064,83025,220902,568456,1203189
round_k,1,5,18,55,176,553,1673,5075,15241,46276
round_shots,447,387,202,139,233,107,77,67,64,15
round_queries,447,1161,2222,4587,23533,32421,71841,187801,544448,1171275
round_k,1,5,16,50,151,466,1401,4253,12763,39042
round_shots,662,426,200,107,98,92,114,70,56,16
round_queries,662,1278,2200,3531,9702,27692,102942,199010,484456,1283216
round_k,1,5,16,49,150,451,1421,4325,13108,40100
round_shots,441,419,167,126,132,86,73,100,130,3
round_queries,441,1257,1837,5166,17556,36378,93951,393500,1561950,344937
round_k,1,5,20,66,211,643,1967,6007,18575,57489
round_shots,590,512,242,135,110,86,258,63,64,4
round_queries,590,1536,2662,6075,16830,40334,363006,282933,866368,489996
round_k,1,5,22,76,234,703,2245,6768,20416,61249
round_shots,527,280,135,143,104,113,76,89,65,9
round_queries,527,840,1485,4719,11336,37855,77900,279193,615615,770715
round_k,1,5,16,54,167,512,1568,4735,14214,42817
round_shots,490,332,138,105,123,89,84,66,60,17
round_queries,490,996,1518,3465,12177,27501,79044,187110,515580,1363587
round_k,1,5,16,49,154,470,1417,4296,13157,40105
round_shots,495,388,150,195,98,87,78,101,165,14
round_queries,495,1164,1650,7215,11074,29493,79638,310373,1528725,1218938
round_k,1,5,18,56,169,510,1536,4632,14012,43533
round_shots,219,299,208,193,128,83,82,65,61,10
round_queries,219,897,2288,6369,14720,29963,90282,222625,632753,948670
round_k,1,5,16,57,180,550,1712,5186,15701,47433
round_shots,809,447,116,149,99,95,76,88,56,4
round_queries,809,1341,1276,4917,11385,33535,81548,283976,547848,360340
round_k,1,5,16,57,176,536,1613,4891,15010,45042
round_shots,632,447,112,130,98,110,76,65,57,13
round_queries,632,1341,1232,4290,10682,36410,78356,203385,536085,1107327
round_k,1,5,16,54,165,515,1564,4702,14123,42589
round_shots,419,349,136,105,109,208,84,67,58,4
round_queries,419,1047,1496,3885,12099,71344,89796,215271,569966,362348
round_k,1,5,18,55,171,534,1606,4913,14770,45293
round_shots,238,255,112,123,147,90,77,78,58,7
round_queries,238,765,1232,4059,15729,30690,79695,244998,547462,599935
round_k,1,5,16,53,170,517,1570,4719,14187,42852
round_shots,369,439,220,130,127,94,93,68,53,3
round_queries,369,1317,2420,5850,17399,40890,121923,271388,637961,330855
round_k,1,5,22,68,217,655,1995,6018,18131,55142
round_shots,463,267,148,111,157,97,81,119,67,12
round_queries,463,801,1628,3663,16171,31525,79947,353549,609097,993420
round_k,1,5,16,51,162,493,1485,4545,13734,41392
round_shots,447,279,223,193,109,84,83,68,71,3
round_queries,447,837,2453,8685,14933,35700,107319,264860,830345,332871
round_k,1,5,22,68,212,646,1947,5847,18003,55478
round_shots,501,499,108,286,174,87,75,74,55,11
round_queries,501,1497,1188,9438,20358,32625,85275,252414,565565,1040501
round_k,1,5,16,58,187,568,1705,5141,15593,47295
round_shots,595,388,168,145,144,127,205,136,61,12
round_queries,595,1164,1848,5365,16272,46609,226115,450024,605547,1109100
round_k,1,5,18,56,183,551,1654,4963,15240,46212
round_shots,632,522,206,140,194,122,107,65,56,3
round_queries,632,1566,2266,6300,26578,51850,138993,258765,674408,331923
round_k,1,5,22,68,212,649,1990,6021,18261,55320
round_shots,511,335,113,111,107,102,121,75,66,14
round_queries,511,1005,1243,3663,11021,32946,117975,221475,593010,1137542
round_k,1,5,16,51,161,487,1476,4492,13535,40626
round_shots,490,485,280,104,115,131,77,63,55,3
round_queries,490,1455,3080,5096,17365,59605,108185,266679,707355,355701
round_k,1,5,24,75,227,702,2116,6430,19607,59283
round_shots,569,354,233,112,124,89,84,69,135,3
round_queries,569,1062,2563,5040,17236,37291,106596,269307,1590975,329523
round_k,1,5,22,69,209,634,1951,5892,17870,54920
round_shots,819,253,281,131,169,116,80,64,55,3
round_queries,819,759,3091,6419,24843,53940,116560,280384,735075,371199
round_k,1,5,24,73,232,728,2190,6682,20297,61866
round_shots,334,376,124,122,106,96,163,87,61,19
round_queries,334,1128,1364,4026,10494,28512,146863,241599,512095,1469859
round_k,1,5,16,49,148,450,1388,4197,12672,38680
round_shots,479,244,142,141,111,87,81,66,55,15
round_queries,479,732,1562,4653,12543,30711,86427,212058,531135,1311885
round_k,1,5,16,56,176,533,1606,4828,14569,43729
round_shots,305,256,120,111,96,100,89,89,79,17
round_queries,305,768,1320,3663,9504,30100,80901,248043,662099,1306977
round_k,1,5,16,49,150,454,1393,4190,12592,38440
round_shots,642,313,113,137,94,114,77,66,59,12
round_queries,642,939,1243,4521,9306,33858,69839,180510,488225,904380
round_k,1,5,16,49,148,453,1367,4137,12506,37682
round_shots,408,341,168,311,128,83,74,104,63,5
round_queries,408,1023,1848,12751,16256,31789,86358,365976,669375,496445
round_k,1,5,20,63,191,583,1759,5312,16323,49644
round_shots,430,275,123,111,114,110,82,89,62,14
round_queries,430,825,1353,3663,11742,35090,79786,260681,553102,1134294
round_k,1,5,16,51,159,486,1464,4460,13463,40510
round_shots,452,586,136,120,118,201,219,166,150,3
round_queries,452,1758,1496,4440,14042,72159,250317,578510,1647150,302031
round_k,1,5,18,59,179,571,1742,5490,16779,50338
round_shots,468,597,220,122,115,85,76,65,56,3
round_queries,468,1791,2420,5490,16905,37655,102676,264485,688184,334695
round_k,1,5,22,73,221,675,2034,6144,18486,55782
round_shots,463,439,183,142,123,85,85,99,117,5
round_queries,463,1317,2013,5822,17835,38675,117555,411345,1465659,587425
round_k,1,5,20,72,227,691,2077,6263,19096,58742
round_shots,517,345,116,105,117,91,93,66,58,8
round_queries,517,1035,1276,3465,11583,27755,86769,190410,507326,646008
round_k,1,5,16,49,152,466,1442,4373,13127,40375
round_shots,559,377,206,343,127,84,76,177,101,5
round_queries,559,1131,2266,13377,16637,33180,91428,640209,1095951,495475
round_k,1,5,19,65,197,601,1808,5425,16276,49547
round_shots,673,510,303,133,164,122,123,66,37
round_queries,673,1530,3333,7049,30340,68930,216603,349602,1765973
round_k,1,5,26,92,282,880,2648,7952,23864
round_shots,606,470,216,109,124,87,77,160,67,3
round_queries,606,1410,2376,4905,16740,37323,100485,628640,803799,326829
round_k,1,5,22,67,214,652,1964,5998,17995,54471
round_shots,632,590,250,127,167,83,154,64,52,4
round_queries,632,1770,2750,6223,26219,39923,223454,289472,715780,502492
round_k,1,5,24,78,240,725,2261,6882,20696,62811
round_shots,436,411,167,275,109,90,185,88,55,13
round_queries,436,1233,1837,9625,13189,34470,214785,307560,580745,1256827
round_k,1,5,17,60,191,580,1747,5279,15963,48339
round_shots,352,488,315,139,93,84,224,66,76,3
round_queries,352,1464,3465,7367,14973,41244,335776,296802,1047508,383265
round_k,1,5,26,80,245,749,2248,6891,21108,63877
round_shots,425,642,215,125,113,337,113,65,107,3
round_queries,425,1926,2365,5625,15255,138507,139329,240435,1211989,306903
round_k,1,5,22,67,205,616,1849,5663,16990,51150
round_shots,468,505,281,196,159,88,71,110,57,3
round_queries,468,1515,3091,9604,26553,44968,109837,510950,798057,383967
round_k,1,5,24,83,255,773,2322,7000,21144,63994
round_shots,729,279,151,144,96,95,159,95,76,5
round_queries,729,837,1661,5328,12384,37145,192549,352925,861764,514855
round_k,1,5,18,64,195,605,1857,5669,17090,51485
round_shots,447,403,220,137,193,228,83,62,56,4
round_queries,447,1209,2420,6165,28757,104652,120101,277574,757736,504876
round_k,1,5,22,74,229,723,2238,6765,20494,63109
round_shots,718,444,136,106,93,87,104,115,75,5
round_queries,718,1332,1496,3922,10323,29319,107016,355235,711225,431985
round_k,1,5,18,55,168,514,1544,4741,14399,43198
round_shots,548,648,136,103,253,95,77,65,127,12
round_queries,548,1944,1496,3811,28083,33345,81851,208065,1233297,1067988
round_k,1,5,18,55,175,531,1600,4855,14741,44499
round_shots,329,262,128,109,106,92,105,76,60,15
round_queries,329,786,1408,3597,10918,29348,101535,220628,528180,1204815
round_k,1,5,16,51,159,483,1451,4401,13264,40160
round_shots,580,278,124,149,107,90,95,132,106,12
round_queries,580,834,1364,4917,12305,31950,105355,445236,1086818,1119684
round_k,1,5,16,57,177,554,1686,5126,15496,46653
round_shots,479,564,247,101,106,150,76,64,66,5
round_queries,479,1692,2717,4949,15582,68850,107996,276160,857406,585825
round_k,1,5,24,73,229,710,2157,6495,19504,58582
round_shots,601,405,121,115,145,86,74,67,59,19
round_queries,601,1215,1331,3795,14355,25714,66674,181101,485393,1466021
round_k,1,5,16,49,149,450,1351,4113,12429,38579
round_shots,425,257,138,150,98,131,122,90,67,14
round_queries,425,771,1518,4950,10878,44671,127246,284490,640185,1232378
round_k,1,5,16,55,170,521,1580,4777,14392,44013
round_shots,693,641,288,100,103,87,78,63,53,6
round_queries,693,1923,3168,4900,15141,40281,110058,271719,688735,717234
round_k,1,5,24,73,231,705,2156,6497,19543,59769
round_shots,484,244,108,107,105,247,135,72,94,9
round_queries,484,732,1188,3531,10395,76323,125685,201096,792702,691515
round_k,1,5,16,49,154,465,1396,4216,12786,38417
round_shots,522,433,154,134,113,89,77,64,57,4
round_queries,522,1299,1694,4422,12317,31951,83699,212160,568119,373260
round_k,1,5,16,54,179,543,1657,4983,14983,46657
round_shots,463,275,159,110,103,136,107,69,58,18
round_queries,463,825,1749,3630,10197,40392,95979,187059,478790,1360638
round_k,1,5,16,49,148,448,1355,4127,12531,37795
round_shots,463,419,203,128,97,93,94,79,57,9
round_queries,463,1257,2233,5760,14065,41199,125866,319239,698763,999153
round_k,1,5,22,72,221,669,2020,6129,18448,55508
round_shots,668,453,116,121,119,109,86,67,55,18
round_queries,668,1359,1276,3993,12733,35207,84710,203077,500555,1497042
round_k,1,5,16,53,161,492,1515,4550,13706,41584
round_shots,601,396,206,128,100,109,192,139,123,3
round_queries,601,1188,2266,5760,14100,47633,256320,556695,1510563,331893
round_k,1,5,22,70,218,667,2002,6140,18438,55315
round_shots,463,583,110,104,111,221,122,90,60,13
round_queries,463,1749,1210,3432,10989,67847,116754,267750,548580,1098097
round_k,1,5,16,49,153,478,1487,4571,13763,42234
round_shots,441,377,120,199,158,143,201,134,66,6
round_queries,441,1131,1320,6567,18170,50193,214065,430006,642114,542754
round_k,1,5,16,57,175,532,1604,4864,14908,45229
round_shots,317,343,280,189,88,87,103,117,70
round_queries,317,1029,3080,9261,14696,43587,158929,547911,3055710
round_k,1,5,24,83,250,771,2341,7262,21826
round_shots,698,392,179,174,109,97,76,63,57,3
round_queries,698,1176,1969,7134,16023,43359,103740,259119,706971,348189
round_k,1,5,20,73,223,682,2056,6201,18690,58031
round_shots,575,458,226,111,98,84,198,98,93,7
round_queries,575,1374,2486,4995,14014,36036,256410,380730,1110327,756651
round_k,1,5,22,71,214,647,1942,5969,18015,54046
round_shots,532,517,124,134,93,90,119,83,74,9
round_queries,532,1551,1364,4422,9951,29250,119595,255889,698486,767799
round_k,1,5,16,53,162,502,1541,4719,14218,42655
round_shots,391,520,194,108,103,108,113,150,58,3
round_queries,391,1560,2134,4428,12669,42228,135261,546150,650354,306357
round_k,1,5,20,61,195,598,1820,5606,16880,51059
round_shots,430,284,121,114,114,82,80,70,59,5
round_queries,430,852,1331,3762,11742,25830,75600,207410,527637,412175
round_k,1,5,16,51,157,472,1481,4471,13592,41217
round_shots,517,374,116,118,109,93,102,96,60,5
round_queries,517,1122,1276,3894,11227,29667,98430,288672,545340,411525
round_k,1,5,16,51,159,482,1503,4544,13717,41152
round_shots,754,259,210,202,132,90,252,157,135,4
round_queries,754,777,2310,9090,19932,42930,376236,703203,1813995,500004
round_k,1,5,22,75,238,746,2239,6718,20833,62500
round_shots,441,404,291,138,156,181,171,97,42
round_queries,441,1212,3201,7314,25116,93215,268641,466861,1860306
round_k,1,5,26,80,257,785,2406,7373,22146
round_shots,606,356,132,137,109,109,75,67,60,10
round_queries,606,1068,1452,4521,11663,36297,75075,202943,554340,844270
round_k,1,5,16,53,166,500,1514,4619,13900,42213
round_shots,580,544,162,116,122,95,114,70,56,7
round_queries,580,1632,1782,4292,13542,31825,116394,217350,525000,592473
round_k,1,5,18,55,167,510,1552,4687,14106,42319
round_shots,402,459,160,116,103,98,81,67,75,6
round_queries,402,1377,1760,4292,11433,34790,88857,223043,753675,560922
round_k,1,5,18,55,177,548,1664,5024,15412,46743
round_shots,564,276,135,150,112,97,123,169,116,4
round_queries,564,828,1485,4950,12880,34435,132963,555165,1179604,383540
round_k,1,5,16,57,177,540,1642,5084,15753,47942
round_shots,340,250,138,108,103,91,95,74,136,12
round_queries,340,750,1518,3996,11433,32305,104975,245458,1359048,1140444
round_k,1,5,18,55,177,552,1658,4996,15621,47518
round_shots,447,307,148,161,101,95,191,62,60,9
round_queries,447,921,1628,5957,13231,39425,241615,235786,684780,929349
round_k,1,5,18,65,207,632,1901,5706,17182,51630
round_shots,463,244,115,102,112,87,79,80,60,15
round_queries,463,732,1265,3366,11088,26883,73233,223120,506340,1153755
round_k,1,5,16,49,154,463,1394,4219,12789,38458
round_shots,436,537,121,135,114,92,98,70,58,4
round_queries,436,1611,1331,4455,12882,32660,105742,231070,575070,364220
round_k,1,5,16,56,177,539,1650,4957,15046,45527
round_shots,580,430,167,103,117,92,74,65,64,4
round_queries,580,1290,1837,4223,14391,34132,83694,221975,656192,374028
round_k,1,5,20,61,185,565,1707,5126,15458,46753
round_shots,559,398,137,120,107,80,76,66,66,12
round_queries,559,1194,1507,4440,12733,29360,83676,219186,664686,1100556
round_k,1,5,18,59,183,550,1660,5035,15285,45856
round_shots,527,860,222,111,110,169,77,170,52,6
round_queries,527,2580,2442,4995,15730,77909,109109,722670,667212,692874
round_k,1,5,22,71,230,708,2125,6415,19246,57739
round_shots,402,513,179,106,112,96,80,62,55,4
round_queries,402,1539,1969,4346,13776,36960,93200,217682,579315,390236
round_k,1,5,20,61,192,582,1755,5266,15971,48779
round_shots,784,307,339,125,97,101,196,149,37
round_queries,784,921,3729,7125,17169,55449,329868,765115,1766121
round_k,1,5,28,88,274,841,2567,7941,23866
round_shots,329,395,118,105,139,128,138,81,60,18
round_queries,329,1185,1298,3465,13761,38272,126546,225423,506820,1392354
round_k,1,5,16,49,149,458,1391,4223,12851,38676
round_shots,601,480,124,124,90,88,89,78,63,8
round_queries,601,1440,1364,4092,9630,28248,86419,231426,563409,664904
round_k,1,5,16,53,160,485,1483,4471,13446,41556
round_shots,606,280,229,125,129,96,72,65,58,3
round_queries,606,840,2519,5625,18189,40800,92520,252005,680398,324657
round_k,1,5,22,70,212,642,1938,5865,17764,54109
round_shots,391,245,188,162,90,87,79,73,56,11
round_queries,391,735,2068,6966,11790,34191,94247,262143,605864,1083225
round_k,1,5,21,65,196,596,1795,5409,16412,49237
round_shots,340,273,115,137,103,97,98,64,63,4
round_queries,340,819,1265,4521,11021,32883,100646,201536,595161,350884
round_k,1,5,16,53,169,513,1574,4723,14348,43860
round_shots,380,267,110,138,267,310,142,104,60,3
round_queries,380,801,1210,4554,31239,116870,168838,378248,668100,307605
round_k,1,5,16,58,188,594,1818,5567,16994,51267
round_shots,447,491,215,98,104,91,73,67,54,3
round_queries,447,1473,2365,4410,14040,38129,92929,259625,630126,317001
round_k,1,5,22,67,209,636,1937,5834,17565,52833
round_shots,616,378,123,100,108,127,86,65,58,9
round_queries,616,1134,1353,3300,10692,38989,86602,203905,552218,802431
round_k,1,5,16,49,153,503,1568,4760,14330,44579
round_shots,601,632,210,129,108,115,93,69,55,3
round_queries,601,1896,2310,5805,16524,53935,130851,294009,716595,356691
round_k,1,5,22,76,234,703,2130,6514,19803,59448
round_shots,317,274,112,118,108,89,76,98,115,14
round_queries,317,822,1232,3894,11124,28213,73644,289198,1021315,1150114
round_k,1,5,16,51,158,484,1475,4440,13502,41075
round_shots,334,460,139,110,96,143,75,64,73,10
round_queries,334,1380,1529,4070,10656,48191,78975,205504,703209,919010
round_k,1,5,18,55,168,526,1605,4816,14631,45950
round_shots,380,352,147,172,112,89,86,139,72,10
round_queries,380,1056,1617,6364,15120,37291,110338,535845,844200,1057210
round_k,1,5,18,67,209,641,1927,5862,17601,52860
round_shots,585,547,124,138,112,132,92,67,55,7
round_queries,585,1641,1364,4554,11984,43164,92828,206159,514415,609091
round_k,1,5,16,53,163,504,1538,4676,14040,43506
round_shots,616,589,129,174,121,130,82,67,71,4
round_queries,616,1767,1419,5742,14399,47190,89790,222507,719443,373900
round_k,1,5,16,59,181,547,1660,5066,15493,46737
round_shots,441,516,139,128,102,120,102,74,57,11
round_queries,441,1548,1529,4736,12546,45960,119646,268250,626373,1094247
round_k,1,5,18,61,191,586,1812,5494,16544,49738
round_shots,386,361,108,138,106,249,272,100,84,12
round_queries,386,1083,1188,4554,11766,85905,282608,311700,801780,1069260
round_k,1,5,16,55,172,519,1558,4772,14666,44552
round_shots,447,253,108,121,103,91,114,75,79,8
round_queries,447,759,1188,3993,10609,28847,109554,218325,703495,654712
round_k,1,5,16,51,158,480,1455,4452,13496,40919
round_shots,538,341,123,119,113,86,76,67,67,16
round_queries,538,1023,1353,3927,11187,26402,71364,190481,573855,1256592
round_k,1,5,16,49,153,469,1421,4282,13056,39268
round_shots,374,372,112,102,99,145,89,69,64,9
round_queries,374,1116,1232,3366,9801,43645,82147,193269,542528,687393
round_k,1,5,16,49,150,461,1400,4238,12729,38188
round_shots,538,369,166,120,130,100,76,83,63,5
round_queries,538,1107,1826,3960,13390,32900,75468,251241,578277,426995
round_k,1,5,16,51,164,496,1513,4589,13800,42699
round_shots,606,282,121,129,103,98,77,79,63,16
round_queries,606,846,1331,4257,10609,30282,71841,221437,532917,1270032
round_k,1,5,16,51,154,466,1401,4229,12917,39688
round_shots,585,293,257,115,113,78,79,60,87,4
round_queries,585,879,2827,5635,17515,39078,118737,273180,1188333,493148
round_k,1,5,24,77,250,751,2276,6829,20488,61643
round_shots,559,354,146,116,113,123,113,73,61,10
round_queries,559,1062,1606,3828,11639,39729,111757,219657,551623,846910
round_k,1,5,16,51,161,494,1504,4521,13852,42345
round_shots,703,350,136,118,99,86,76,73,55,4
round_queries,703,1050,1496,4366,11781,31390,85196,247689,563255,375444
round_k,1,5,18,59,182,560,1696,5120,15482,46930
round_shots,436,269,115,115,101,112,82,78,73,15
round_queries,436,807,1265,3795,9999,33712,75686,220506,623785,1181325
round_k,1,5,16,49,150,461,1413,4272,12840,39377
round_shots,397,495,207,132,95,92,76,103,114,6
round_queries,397,1485,2277,5940,13775,40756,101916,420961,1401858,693426
round_k,1,5,22,72,221,670,2043,6148,18764,57785
round_shots,436,371,123,191,97,174,97,67,101,10
round_queries,436,1113,1353,6303,11543,63510,106215,223445,1030705,923350
round_k,1,5,16,59,182,547,1667,5102,15328,46167
round_shots,527,406,205,139,107,85,78,64,55,6
round_queries,527,1218,2255,5699,15087,37315,105066,261312,683705,687858
round_k,1,5,20,70,219,673,2041,6215,18864,57321
round_shots,632,595,241,166,155,83,72,70,54,3
round_queries,632,1785,2651,7470,25265,42911,112536,330890,767070,389205
round_k,1,5,22,81,258,781,2363,7102,21415,64867
round_shots,575,560,301,120,96,83,76,66,55,7
round_queries,575,1680,3311,6360,15264,39591,111340,293370,740465,870779
round_k,1,5,26,79,238,732,2222,6731,20578,62198
round_shots,352,530,126,134,111,148,75,139,79,6
round_queries,352,1590,1386,4422,12321,51948,81375,454947,780441,546582
round_k,1,5,16,55,175,542,1636,4939,15154,45548
round_shots,447,294,134,124,106,85,92,66,125,14
round_queries,447,882,1474,4092,11342,28475,92828,201630,1154875,1178534
round_k,1,5,16,53,167,504,1527,4619,13992,42090
round_shots,683,430,136,106,108,90,93,64,83,12
round_queries,683,1290,1496,3922,11988,31590,98673,205504,801697,1095156
round_k,1,5,18,55,175,530,1605,4829,14781,45631
round_shots,575,358,142,116,117,177,85,88,59,9
round_queries,575,1074,1562,4292,13923,64251,93755,291720,605045,872595
round_k,1,5,18,59,181,551,1657,5127,15479,48477
round_shots,479,368,159,136,139,97,79,75,79,6
round_queries,479,1104,1749,5032,16263,34241,84135,241575,768117,555654
round_k,1,5,18,58,176,532,1610,4861,14774,46304
round_shots,495,405,169,140,98,133,90,64,54,7
round_queries,495,1215,1859,5180,12642,53865,109890,234560,595350,704697
round_k,1,5,18,64,202,610,1832,5512,16655,50335
round_shots,506,317,124,100,108,90,76,66,57,18
round_queries,506,951,1364,3300,10692,27450,71516,186318,487977,1387314
round_k,1,5,16,49,152,470,1411,4280,12845,38536
round_shots,352,359,169,128,97,80,76,64,62,13
round_queries,352,1077,1859,4736,11931,30160,85956,220224,640274,1237223
round_k,1,5,18,61,188,565,1720,5163,15750,47585
round_shots,329,435,124,104,112,134,76,77,56,15
round_queries,329,1305,1364,3432,11088,41138,70452,215523,471800,1151175
round_k,1,5,16,49,153,463,1399,4212,12648,38372
round_shots,564,325,121,102,136,86,76,88,80,8
round_queries,564,975,1331,3366,13464,27262,72580,253704,699440,638664
round_k,1,5,16,49,158,477,1441,4371,13174,39916
round_shots,662,486,254,128,101,85,74,65,98,3
round_queries,662,1458,2794,6272,15049,38675,102342,270205,1244502,354453
round_k,1,5,24,74,227,691,2078,6349,19138,59075
