round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6700,31900,159500,811900,4160700
round_k,0,1,6,33,159,797,4059,20803
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7300,36900,185100,939100,4780500
round_k,0,1,8,36,184,925,4695,23902
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,900,3300,15300,76100,374300,1922300
round_k,0,1,4,16,76,380,1871,9611
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12300,58900,298300,1500900,7625500
round_k,0,1,3,14,61,294,1491,7504,38127
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2900,13100,63300,318100,1628300,8372700
round_k,0,1,3,14,65,316,1590,8141,41863
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,12500,60700,301500,1520500,7806700
round_k,0,1,4,14,62,303,1507,7602,39033
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10300,46900,234700,1186500,6098700
round_k,0,1,3,12,51,234,1173,5932,30493
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12900,64500,325100,1662100,8538100
round_k,0,1,3,13,64,322,1625,8310,42690
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12900,63700,317500,1603900,8231100
round_k,0,1,3,13,64,318,1587,8019,41155
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,9300,44500,225900,1157700,5938100
round_k,0,1,3,11,46,222,1129,5788,29690
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11500,57500,292500,1468100,7548700
round_k,0,1,3,13,57,287,1462,7340,37743
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,900,3500,16500,81700,415700,2116900
round_k,0,1,4,17,82,408,2078,10584
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1900,8300,39700,195500,1001100,5135100
round_k,0,1,9,41,198,977,5005,25675
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12300,61500,305900,1550100,7950900
round_k,0,1,3,13,61,307,1529,7750,39754
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6700,32100,159100,802900,4126300
round_k,0,1,6,33,160,795,4014,20631
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13700,67100,332900,1708500,8694900
round_k,0,1,3,15,68,335,1664,8542,43474
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,14300,70700,356100,1816100,9322900
round_k,0,1,4,14,71,353,1780,9080,46614
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12700,60100,302900,1520700,7761700
round_k,0,1,3,14,63,300,1514,7603,38808
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,59900,296500,1515300,7789100
round_k,0,1,3,13,62,299,1482,7576,38945
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,59900,306300,1574100,8102700
round_k,0,1,3,13,61,299,1531,7870,40513
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,9500,45500,224700,1136300,5784700
round_k,0,1,10,47,227,1123,5681,28923
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,15900,80700,404700,2041100
round_k,0,1,3,16,79,403,2023,10205
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12900,64900,329100,1675700,8609300
round_k,0,1,3,13,64,324,1645,8378,43046
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10300,50300,248100,1235500,6309100
round_k,0,1,3,12,51,251,1240,6177,31545
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,14100,68700,344500,1755500,8918500
round_k,0,1,3,14,70,343,1722,8777,44592
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13100,62500,312100,1598500,8150700
round_k,0,1,3,13,65,312,1560,7992,40753
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2100,9900,49300,247700,1253500,6399500
round_k,0,2,10,49,246,1238,6267,31997
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,62500,314100,1588300,8166500
round_k,0,1,3,13,62,312,1570,7941,40832
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,900,2900,12700,61300,308500,1565700,8009100
round_k,0,1,4,14,63,306,1542,7828,40045
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,12900,64300,319900,1612700,8289100
round_k,0,1,3,14,64,321,1599,8063,41445
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11900,56300,289300,1479300,7510900
round_k,0,1,3,13,59,281,1446,7396,37554
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,13500,67500,346300,1735500,8866900
round_k,0,1,3,13,67,337,1731,8677,44334
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,12700,62500,310500,1556900,8339700
round_k,0,1,3,15,63,312,1552,7784,41698
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,900,2900,12300,58900,292100,1465100,7517300
round_k,0,1,4,14,61,294,1460,7325,37586
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2700,12100,56300,279500,1411300,7197300
round_k,0,1,3,13,60,281,1397,7056,35986
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,3100,13100,64900,311900,1567100,7909900
round_k,0,1,3,15,65,324,1559,7835,39549
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,9700,44900,221700,1120100,5763300
round_k,0,1,3,11,48,224,1108,5600,28816
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13100,62500,315500,1575700,8054500
round_k,0,1,3,14,65,312,1577,7878,40272
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7100,32500,160900,817300,4144100
round_k,0,1,8,35,162,804,4086,20720
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7500,34100,168900,849500,4291100
round_k,0,1,9,37,170,844,4247,21455
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,13900,65300,334700,1712900,8814100
round_k,0,1,3,16,69,326,1673,8564,44070
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12300,58300,300300,1538300,7865900
round_k,0,1,3,13,61,291,1501,7691,39329
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,10500,48100,236700,1204100,6135100
round_k,0,1,3,11,52,240,1183,6020,30675
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13500,66500,342100,1730100,8908100
round_k,0,1,3,14,67,332,1710,8650,44540
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10900,53900,269500,1377900,7020700
round_k,0,1,3,11,54,269,1347,6889,35103
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2700,12100,59900,302900,1547900,7913300
round_k,0,1,3,13,60,299,1514,7739,39566
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,10300,51300,254700,1275700,6540100
round_k,0,1,10,51,256,1273,6378,32700
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,9900,45900,220100,1106300,5591700
round_k,0,1,3,11,49,229,1100,5531,27958
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,3300,15900,77100,378500,1922100
round_k,0,1,3,16,79,385,1892,9610
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,11700,57900,293100,1483500,7603700
round_k,0,1,3,12,58,289,1465,7417,38018
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10100,48300,234700,1199300,6160900
round_k,0,1,3,12,50,241,1173,5996,30804
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11900,58900,288100,1466700,7515700
round_k,0,1,3,13,59,294,1440,7333,37578
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11100,52900,268700,1363900,6986300
round_k,0,1,3,12,55,264,1343,6819,34931
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,8100,38500,185500,942100,4789900
round_k,0,1,10,40,192,927,4710,23949
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12100,58500,291300,1475700,7559700
round_k,0,1,3,13,60,292,1456,7378,37798
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10900,54500,270900,1374900,7058700
round_k,0,1,3,11,54,272,1354,6874,35293
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3300,14900,70900,352500,1794300,9147500
round_k,0,1,4,16,74,354,1762,8971,45737
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2900,12300,59300,299300,1522100,7822300
round_k,0,1,3,14,61,296,1496,7610,39111
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12300,59500,294100,1508900,7717900
round_k,0,1,3,13,61,297,1470,7544,38589
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12900,64500,316900,1616500,8325900
round_k,0,1,3,13,64,322,1584,8082,41629
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,900,2700,12300,59100,299300,1509300,7732500
round_k,0,1,4,13,61,295,1496,7546,38662
round_shots,100,300,100,100,100,100,100,100
round_queries,100,900,2100,8100,39100,198700,1006900,5164500
round_k,0,1,10,40,195,993,5034,25822
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,11900,56300,282100,1421300,7224300
round_k,0,1,4,14,59,281,1410,7106,36121
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,7900,39700,201500,1015900,5222700
round_k,0,1,10,39,198,1007,5079,26113
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9300,44900,228700,1168700,5999100
round_k,0,1,9,46,224,1143,5843,29995
round_shots,100,300,100,100,100,100,100,100
round_queries,100,900,2100,10500,50300,251500,1282500,6549100
round_k,0,1,10,52,251,1257,6412,32745
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,900,3100,14700,70300,356500,1818700,9322500
round_k,0,1,4,15,73,351,1782,9093,46612
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1900,8700,40700,195100,965300,4956100
round_k,0,1,9,43,203,975,4826,24780
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,15700,78500,382500,1934900
round_k,0,1,3,15,78,392,1912,9674
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,9700,45900,216900,1106500,5685900
round_k,0,1,3,11,48,229,1084,5532,28429
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,9500,44300,219500,1116500,5623700
round_k,0,1,10,47,221,1097,5582,28118
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9700,46300,225900,1097700,5493100
round_k,0,1,9,48,231,1129,5488,27465
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,61300,308100,1554500,7952300
round_k,0,1,3,13,61,306,1540,7772,39761
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,10300,47900,236100,1199900,6152500
round_k,0,1,3,12,51,239,1180,5999,30762
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3300,14300,68100,342500,1723500,8832500
round_k,0,1,4,16,71,340,1712,8617,44162
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,14300,68300,338300,1718900,8792300
round_k,0,1,4,15,71,341,1691,8594,43961
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,61700,305900,1569900,8029100
round_k,0,1,3,13,62,308,1529,7849,40145
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,900,2900,13300,65300,315100,1602700,8207500
round_k,0,1,4,14,66,326,1575,8013,41037
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7900,38300,191900,970700,4970900
round_k,0,1,9,39,191,959,4853,24854
round_shots,100,300,100,100,100,100,100,100
round_queries,100,900,2100,9900,46900,234900,1203900,6144900
round_k,0,1,10,49,234,1174,6019,30724
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,14300,69700,352900,1776300,9136700
round_k,0,1,3,15,71,348,1764,8881,45683
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,11100,52900,267900,1365500,6948100
round_k,0,1,3,11,55,264,1339,6827,34740
round_shots,100,200,100,100,100,100,100,100
round_queries,100,1000,2700,12100,57300,286300,1445100,7437900
round_k,0,2,13,60,286,1431,7225,37189
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,62300,308700,1586900,8166700
round_k,0,1,3,13,61,311,1543,7934,40833
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11900,58900,301100,1540900,7902700
round_k,0,1,3,12,59,294,1505,7704,39513
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11500,53900,269100,1368900,7028900
round_k,0,1,3,12,57,269,1345,6844,35144
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,10100,50300,256900,1315100,6735500
round_k,0,1,10,50,251,1284,6575,33677
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12100,61100,301700,1547500,7969300
round_k,0,1,3,12,60,305,1508,7737,39846
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,11100,52300,258100,1316100,6713300
round_k,0,1,3,12,55,261,1290,6580,33566
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,15300,76100,378100,1917700
round_k,0,1,3,15,76,380,1890,9588
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,14500,69500,340500,1730300,8870500
round_k,0,1,4,14,72,347,1702,8651,44352
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,63900,318700,1637500,8347300
round_k,0,1,3,13,63,319,1593,8187,41736
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11500,54900,274100,1392300,7147700
round_k,0,1,3,13,57,274,1370,6961,35738
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,9700,46700,232100,1194100,6081500
round_k,0,1,3,11,48,233,1160,5970,30407
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2700,12300,60900,307500,1565100,8008700
round_k,0,1,3,13,61,304,1537,7825,40043
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,13500,62100,319100,1597100,8184300
round_k,0,1,4,15,67,310,1595,7985,40921
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,11700,56100,276500,1373100,6919700
round_k,0,1,3,14,58,280,1382,6865,34598
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7900,37500,189300,960300,4942100
round_k,0,1,9,39,187,946,4801,24710
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12100,60700,307500,1564100,8045500
round_k,0,1,3,12,60,303,1537,7820,40227
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12300,58500,293100,1495300,7571700
round_k,0,1,3,13,61,292,1465,7476,37858
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2100,10300,46900,237500,1213100,6252700
round_k,0,2,10,51,234,1187,6065,31263
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11300,52500,257900,1309300,6669900
round_k,0,1,3,12,56,262,1289,6546,33349
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,3100,13500,67900,342300,1725100,8863100
round_k,0,1,3,15,67,339,1711,8625,44315
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,700,3100,15300,77300,390300,2000500
round_k,0,1,3,15,76,386,1951,10002
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2700,12300,60300,296100,1504900,7727700
round_k,0,1,3,13,61,301,1480,7524,38638
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10100,49700,238100,1217300,6233900
round_k,0,1,3,11,50,248,1190,6086,31169
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12700,64300,314300,1604100,8196700
round_k,0,1,3,13,63,321,1571,8020,40983
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2300,9900,46300,229700,1180500,6034700
round_k,0,1,3,11,49,231,1148,5902,30173
round_shots,100,200,100,100,100,100,100,100
round_queries,100,1000,2500,10500,51700,249500,1200100,6167900
round_k,0,2,12,52,258,1247,6000,30839
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,13900,66300,333300,1700700,8715300
round_k,0,1,4,15,69,331,1666,8503,43576
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,10300,49100,247100,1263500,6495100
round_k,0,1,3,12,51,245,1235,6317,32475
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,10100,47700,234300,1183700,6060900
round_k,0,1,3,11,50,238,1171,5918,30304
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,900,2900,14100,69100,345300,1744900,8940100
round_k,0,1,4,14,70,345,1726,8724,44700
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,14500,67300,335300,1676100,8572300
round_k,0,1,3,15,72,336,1676,8380,42861
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,2100,8100,37700,184100,931900,4779500
round_k,0,1,10,40,188,920,4659,23897
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,2100,9500,44500,227100,1149100,5902300
round_k,0,1,10,47,222,1135,5745,29511
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13900,67700,339500,1719500,8775500
round_k,0,1,3,15,69,338,1697,8597,43877
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,15300,77900,397900,2028300
round_k,0,1,4,15,76,389,1989,10141
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12100,58500,287700,1471900,7557700
round_k,0,1,3,13,60,292,1438,7359,37788
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12500,61500,300900,1535300,7850100
round_k,0,1,3,14,62,307,1504,7676,39250
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,15100,70300,341500,1705100,8682900
round_k,0,1,4,15,75,351,1707,8525,43414
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12500,61300,304900,1532900,7868500
round_k,0,1,3,14,62,306,1524,7664,39342
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,12300,58700,294300,1513300,7673100
round_k,0,1,3,12,61,293,1471,7566,38365
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2300,9700,46500,237300,1198100,6160300
round_k,0,1,3,11,48,232,1186,5990,30801
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,61500,310500,1583100,8131500
round_k,0,1,3,13,63,307,1552,7915,40657
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,16700,81700,410300,2085300
round_k,0,1,3,16,83,408,2051,10426
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10700,52500,254500,1286100,6581100
round_k,0,1,3,12,53,262,1272,6430,32905
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2300,10100,49900,246700,1256300,6447900
round_k,0,2,11,50,249,1233,6281,32239
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11900,56700,280500,1423900,7291300
round_k,0,1,3,12,59,283,1402,7119,36456
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,14300,65700,333500,1706900,8767900
round_k,0,1,3,14,71,328,1667,8534,43839
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,9500,48500,237300,1219300,6251100
round_k,0,1,3,11,47,242,1186,6096,31255
round_shots,100,200,100,100,100,100,100,100
round_queries,100,1000,2900,12500,59700,296700,1502100,7619900
round_k,0,2,14,62,298,1483,7510,38099
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2100,10300,51700,257700,1308100,6676500
round_k,0,1,3,10,51,258,1288,6540,33382
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,12500,60300,305900,1569500,8025900
round_k,0,1,3,12,62,301,1529,7847,40129
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12300,60500,304300,1545500,7927700
round_k,0,1,3,12,61,302,1521,7727,39638
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,10900,52900,266300,1405700,7226100
round_k,0,1,3,13,54,264,1331,7028,36130
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,15700,79500,410500,2058100
round_k,0,1,3,15,78,397,2052,10290
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12300,59900,292300,1466700,7521500
round_k,0,1,3,14,61,299,1461,7333,37607
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,11900,59300,298300,1530700,7839700
round_k,0,1,3,14,59,296,1491,7653,39198
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,13500,66300,332500,1692900,8674300
round_k,0,1,3,14,67,331,1662,8464,43371
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1700,7100,33500,165900,784700,3967100
round_k,0,1,8,35,167,829,3923,19835
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12700,62900,318900,1627900,8360500
round_k,0,1,3,13,63,314,1594,8139,41802
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,14100,69500,349700,1787100,9166100
round_k,0,1,3,14,70,347,1748,8935,45830
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7300,33900,171700,862300,4440900
round_k,0,1,8,36,169,858,4311,22204
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2500,10300,48100,238500,1203100,6171900
round_k,0,1,3,12,51,240,1192,6015,30859
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,13500,63900,324300,1656900,8514700
round_k,0,1,4,14,67,319,1621,8284,42573
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,9500,44500,226900,1159100,5890700
round_k,0,1,10,47,222,1134,5795,29453
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,12700,59500,302700,1543500,7920500
round_k,0,1,3,15,63,297,1513,7717,39602
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,13500,65500,331900,1680900,8592300
round_k,0,1,3,15,67,327,1659,8404,42961
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9100,44300,217300,1108500,5632100
round_k,0,1,9,45,221,1086,5542,28160
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10300,49100,239500,1219700,6249900
round_k,0,1,3,12,51,245,1197,6098,31249
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13500,66100,333300,1707900,8750900
round_k,0,1,3,15,67,330,1666,8539,43754
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,700,2500,11700,58700,353500,2132300
round_k,0,1,3,12,58,293,1767,10661
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10500,49100,236100,1203900,6197500
round_k,0,1,3,12,52,245,1180,6019,30987
round_shots,100,200,100,100,100,100,100,100
round_queries,100,1000,2500,12100,58300,292900,1494100,7591900
round_k,0,2,12,60,291,1464,7470,37959
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10700,50100,254700,1272900,6490500
round_k,0,1,3,12,53,250,1273,6364,32452
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,15100,73300,372500,1883900,9611900
round_k,0,1,3,15,75,366,1862,9419,48059
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12100,57300,292500,1492500,7655100
round_k,0,1,3,12,60,286,1462,7462,38275
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2100,8700,40500,199500,1005100,5146900
round_k,0,2,10,43,202,997,5025,25734
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,13500,65100,317900,1627300,8343500
round_k,0,1,3,15,67,325,1589,8136,41717
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13300,63700,324300,1652900,8387900
round_k,0,1,3,14,66,318,1621,8264,41939
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,15500,71300,357500,1800500,9223100
round_k,0,1,4,15,77,356,1787,9002,46115
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,10100,49300,249500,1269900,6506500
round_k,0,1,10,50,246,1247,6349,32532
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13100,63300,318700,1621900,8288100
round_k,0,1,3,14,65,316,1593,8109,41440
round_shots,100,200,100,100,100,100,100,100
round_queries,100,1000,3100,13900,70300,345100,1762100,9075300
round_k,0,2,15,69,351,1725,8810,45376
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1500,7500,33700,166500,850300,4359100
round_k,0,1,7,37,168,832,4251,21795
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7500,35900,179500,910300,4657700
round_k,0,1,9,37,179,897,4551,23288
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,10300,52300,262100,1321500,6797300
round_k,0,1,3,12,51,261,1310,6607,33986
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,12900,62700,316100,1618100,8285100
round_k,0,1,4,14,64,313,1580,8090,41425
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12100,58700,292700,1485300,7634700
round_k,0,1,3,13,60,293,1463,7426,38173
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,14700,71700,358100,1831100,9384100
round_k,0,1,4,15,73,358,1790,9155,46920
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,12300,59500,298300,1529100,7779100
round_k,0,1,3,12,61,297,1491,7645,38895
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13700,65900,324300,1628900,8362300
round_k,0,1,3,14,68,329,1621,8144,41811
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,11900,56700,283700,1437300,7390900
round_k,0,1,3,12,59,283,1418,7186,36954
round_shots,100,200,100,100,100,100,100,100
round_queries,100,1000,3300,15100,70300,335500,1636700,8363100
round_k,0,2,16,75,351,1677,8183,41815
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7300,33700,170100,869300,4439700
round_k,0,1,8,36,168,850,4346,22198
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,10700,52900,263700,1345900,6836300
round_k,0,1,3,13,53,264,1318,6729,34181
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12900,61900,305900,1548500,7966700
round_k,0,1,3,14,64,309,1529,7742,39833
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,13300,65900,336300,1703900,8717300
round_k,0,1,3,14,66,329,1681,8519,43586
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2900,11900,55900,284300,1430700,7307300
round_k,0,1,3,14,59,279,1421,7153,36536
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13100,63700,325100,1653700,8444300
round_k,0,1,3,13,65,318,1625,8268,42221
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10100,49300,245100,1249100,6354700
